display_name,official_iau_name,simbad_main_id,gaia_dr3_source_id,hip_id,hd_id,bayer_designation,flamsteed_designation,all_identifiers,ra_deg,dec_deg,parallax_mas,parallax_error_mas,parallax_over_error,proper_motion_ra_mas_yr,proper_motion_dec_mas_yr,radial_velocity_km_s,distance_pc,distance_ly,x_ly,y_ly,z_ly,r_ly,phi_deg,theta_deg,apparent_magnitude,spectral_type,stellar_category,astrometry_source,distance_quality_flag,selection_reason,fame_score,notes
Atakoraka,Atakoraka,CD-32  3331B,5583523425437258240,,,,,1SWASP J064427.63-325130.4 | 2MASS J06442760-3251302 | CD-32  3331B | Gaia DR2 5583523425437258240 | Gaia DR3 5583523425437258240 | GSC 07091-01514 | NAME-IAU Atakoraka | TIC 52640302 | TOI-473 | UCAC3 115-28932 | WASP-64,101.1149192,-32.8583879,2.772146,0.01024,270.715,-19.265094,-1.072136,34.4045,360.731424,1176.548545,-190.525337,969.779043,-638.353494,1176.548545,101.1149192,122.8583879,,,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.058
Baltesha,Baltesha,* gam CrB,1223128521794138496,76952,140436,,,*   8 CrB | * gam CrB | ** STF 1967 | 2MASS J15424459+2617442 | ADS  9757 AB | AG+26 1504 | BD+26  2722 | CCDM J15427+2618AB | CEL   4391 | CSI+26  2722  1 | CSV 101523 | Gaia DR2 1223128521793513984 | Gaia DR3 1223128521794138496 | GC 21130 | GCRV  9071 | GEN# +1.00140436 | HD 140436 | HGAM    639 | HIC  76952 | HIP 76952 | HR  5849 | IRAS 15406+2627 | JP11  2638 | N30 3532 | PLX 3554 | PPM 104258 | ROT  2217 | SAO  83958 | SKY# 28406 | SV* ZI  1151 | TD1 18499 | TIC 255861229 | UBV   13394 | UBV M  20933 | UCAC4 582-051293 | V* gam CrB | WDS J15427+2618AB | WEB 13050 | WISE J154244.51+261744.9 | WISEA J154244.51+261744.7,235.68568964,26.29563463,22.33,0.5,44.66,-111.65,49.52,-12.1,44.782803,146.061969,-73.819345,-108.157076,64.705874,146.061969,235.68568964,63.70436537,,A0V,other_main_sequence,SIMBAD,reliable_simbad_parallax,official_iau_name,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax"
Batsũ̀,Batsũ̀,LHS 3844,,,,,,Batsu | LHS 3844,,,,,,,,,,,,,,,,,,,other,WGSN,uncertain_or_missing_distance,official_iau_name,100,WGSN candidate not resolved to a unique SIMBAD object
Beehive Proplyd,Beehive Proplyd,HH 540,,,,,,Beehive Proplyd | HH 540,83.825,-5.5167,,,,,,,,,,,,,83.825,95.5167,,,other,WGSN,uncertain_or_missing_distance,official_iau_name,100,WGSN candidate not resolved to a unique SIMBAD object
Bodu,Bodu,*  95 Her,,88267,,,,*  95 Her | ** STF 2264 | 1RXS J180130.0+213531 | ADS 10993 AB | AG+21 1771 | AKARI-IRC-V1 J1801300+213543 | CCDM J18015+2136AB | CSI+21  3280  2 | CSI+21  3280  3 | HGAM    687 | HIC  88267 | HIP 88267 | IRAS 17593+2135 | PLX 4119 | PPM 106664 | SKY# 32699 | UBV   15328 | WDS J18015+2136AB | WISE J180129.95+213543.4,270.37670051,21.59578012,7.82,0.81,9.654,8.36,37.46,-33.3,,,,,,,270.37670051,68.40421988,,A2IV+G5III,giant_or_supergiant,SIMBAD,uncertain_or_missing_distance,official_iau_name,100,
Butterfly Star,Butterfly Star,IRAS 04302+2247,,,,,,2MASS J04331650+2253204 | [BBM92] 41 | [LLQ2015] TMO 36 | [OMK98] 29 | AP J04331650+2253204 | EPIC 247590222 | IRAS 04302+2247 | IRAS F04302+2247 | JCMTSE J043316.6+225320 | JCMTSF J043316.6+225320 | NAME Butterfly Star | SSTtau 043316.5+225320 | TIC 61229438 | WISE J043316.47+225320.3 | WISEA J043316.48+225320.4,68.318754,22.889,,,,,,832.161,,,,,,,68.318754,67.111,,,other,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,100,
Bélénos,Bélénos,HD   8574,297045096447719040,6643,8574,,,2MASS J01251246+2834005 | AG+28  172 | AGKR  1216 | ASCC  651184 | BD+27   225 | Gaia DR1 297045092152129536 | Gaia DR2 297045096447719040 | Gaia DR3 297045096447719040 | GC  1710 | GEN# +1.00008574 | HD   8574 | HIC   6643 | HIP 6643 | LSPM J0125+2834 | LTT 10508 | NAME-IAU Belenos | NLTT  4709 | PPM  90767 | SAO  74702 | SKY#  2142 | SPOCS   71 | TD1   804 | TIC 18121498 | TYC 1754-192-1 | USNO-B1.0 1185-00017740 | uvby98 100008574 | WISEA J012512.72+283358.3 | YZ  28   800,21.30342043,28.56599498,22.30558,0.02176,1025.092,251.270263,-157.569509,19.0491,44.831832,146.221879,119.646717,46.656534,69.919017,146.221879,21.30342043,61.43400502,,F8,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.923
Calvera,Calvera,PSR J1412+7922,,,,,,Calvera | PSR J1412+7922,213.233858,79.36765,,,,,,,,,,,,,213.233858,10.63235,,,neutron_star,WGSN,uncertain_or_missing_distance,official_iau_name,100,WGSN candidate not resolved to a unique SIMBAD object
Chalawan,Chalawan,*  47 UMa,777254360337133312,53721,95128,,,*  47 UMa | 2MASS J10592802+4025485 | AG+40 1169 | ASCC  407446 | BD+41  2147 | CNS5 2685 | FK5 1282 | Gaia DR2 777254360337133312 | Gaia DR3 777254360337133312 | GC 15087 | GCRV  6790 | GEN# +1.00095128 | GJ 407 | HD  95128 | HIC  53721 | HIP 53721 | HR  4277 | IRAS 10566+4041 | LSPM J1059+4025 | LTT 12934 | N30 2582 | NAME Chalawan | NLTT 25907 | PLX 2556 | PLX 2556.00 | PMC 90-93   883 | PPM  52175 | ROT  1637 | SAO  43557 | SKY# 21001 | SPOCS  472 | TD1 15274 | TIC 21535479 | TYC 3009-2703-1 | UBV   10048 | UBV M  16684 | USNO-B1.0 1304-00213272 | uvby98 100095128 | WEB  9731 | WISEA J105927.66+402549.4,164.86470312,40.43050098,72.006961,0.097399,739.296,-316.849899,55.1804,11.2381,13.887546,45.295118,-33.282349,9.002267,29.375026,45.295118,164.86470312,49.56949902,,G1-VFe-0.5,yellow_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly | official_iau_name | simbad_named_star,100,Gaia RUWE=0.850
Copernicus,Copernicus,* rho01 Cnc,704967037090946688,43587,75732,,,*  55 Cnc | * rho Cnc | * rho01 Cnc | ** LDS 6219A | 2MASS J08523579+2819509 | [B10]  2380 | AG+28  954 | AKARI-IRC-V1 J0852355+281949 | ASCC  678466 | BD+28  1660 | BD+28  1660A | Ci 20  494 | CNS5 2182 | CSI+28  1660  1 | Gaia DR2 704967037090946688 | Gaia DR3 704967037090946688 | GC 12244 | GCRV  5843 | GEN# +1.00075732A | GJ 324 A | HD  75732 | HIC  43587 | HIP 43587 | HR  3522 | IRAS 08496+2831 | JP11  1727 | LFT  609 | LHS  2062 | LSPM J0852+2819 | LTT 12310 | N30 2085 | NAME Copernicus | NLTT 20414 | PLX 2117 | PM 08496+2831 | PM 08496+2831A | PPM  99117 | SAO  80478 | SKY# 17095 | SPOCS  407 | TIC 332064670 | TOI-1773 | TYC 1949-2012-1 | UBV    8589 | UBV M  14808 | USNO-B1.0 1183-00181854 | uvby98 100075732 A | WDS J08526+2820A | WEB  8400 | WISEA J085235.41+281948.5 | YPAC 155 | YZ  28  4722,133.14676062,28.329783,79.448184,0.042878,1852.895,-485.680813,-233.517005,27.1875,12.58682,41.052717,-24.712215,26.364886,19.481395,41.052717,133.14676062,61.670217,,K0IV-V,giant_or_supergiant,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly | official_iau_name | simbad_named_star,100,Gaia RUWE=0.858
Deltoton,Deltoton,* del Tri,326173044957518080,10644,13974,,,"*   8 Tri | * del Tri | ** DOR   66A | ** MKT    5 | 1RXS J021702.1+341327 | 2MASS J02170303+3413278 | ADS  1739 A | AG+33  211 | AKARI-IRC-V1 J0217039+341325 | ASCC  555597 | BD+33   395 | CCDM J02170+3414A | Ci 20  162 | CNS5 583 | CSI+33   395  1 | Gaia DR2 326173044957518080 | Gaia DR3 326173044957518080 | GC  2733 | GCRV  1259 | GEN# +1.00013974 | GJ 92 | HD  13974 | HIC  10644 | HIP 10644 | HR   660 | IDS 02108+3346 | IRAS 02140+3359 | IRAS F02140+3359 | LFT  198 | LHS   154 | LSPM J0217+3413 | LTT 10770 | N30  462 | NAME-IAU Deltoton | NLTT  7508 | PLX  464 | PLX  464.00 | PM 02140+3400 | PPM  67162 | ROT   319 | SAO  55420 | SBC7    82 | SBC9 117 | SKY#  3369 | TD1  1320 | TIC 63782132 | TYC 2318-1874-1 | UBV    2290 | UBV M   8833 | USNO-B1.0 1242-00030317 | uvby98 100013974 | WDS J02171+3413A | WDS J02171+3413Aa,Ab | WEB  2239 | WISE J021704.26+341323.7 | WISEA J021704.20+341324.5",34.26345974,34.22423205,91.6504,0.4271,214.588,1151.935,-246.605,-6.57,10.911027,35.587011,24.318399,16.566171,20.015314,35.587011,34.26345974,55.77576795,,G0.5VFe-0.5,yellow_dwarf,SIMBAD,reliable_simbad_parallax,nearby_<=50ly | official_iau_name,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=3.249"
Errai,Errai,* gam Cep,2281778105594488192,116727,222404,,,*  35 Cep | * gam Cep | ** NHR    9 | 1RXS J233918.9+773758 | 2MASS J23392083+7737563 | [HFE83] 1559 | AG+77  685 | ASCC   65048 | BD+76   928 | CNS5 5833 | CSV 102274 | FK5  893 | Gaia DR2 2281778105591104768 | Gaia DR3 2281778105594488192 | GC 32875 | GCRV 14826 | GEN# +1.00222404 | GJ 903 | GSC 04606-03584 | HD 222404 | HIC 116727 | HIP 116727 | HR  8974 | IRAS 23372+7721 | IRC +80057 | JP11  3644 | LSPM J2339+7737 | N30 5198 | NAME Errai | NSV 14656 | PLX 5725 | PLX 5725.00 | PMC 90-93   629 | PPM  11709 | RAFGL 3127 | ROT  3435 | SAO  10818 | SBC9 1648 | SKY# 44723 | TD1 30004 | TIC 367912480 | TYC 4606-3584-1 | UBV   20359 | UBV M  27166 | USNO-B1.0 1676-00142230 | uvby98 100222404 | WDS J23393+7738AB | WEB 20599,354.83712672,77.63236411,72.5167,0.147,493.311,-64.86,171.159,-43.668,13.789927,44.976726,9.594195,-0.866872,43.93297,44.976726,354.83712672,12.36763589,,K1III-IVCN1,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,nearby_<=50ly | official_iau_name | simbad_named_star,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=3.212"
Flegetonte,Flegetonte,HD 102195,3799626935341796096,57370,102195,,,1RXS J114542.1+024924 | 2MASS J11454228+0249174 | AG+03 1541 | AGKR 10555 | ASCC 1135957 | BD+03  2549 | EPIC 201650346 | Gaia DR1 3799626931046821504 | Gaia DR2 3799626935341796096 | Gaia DR3 3799626935341796096 | GC 16129 | HD 102195 | HIC  57370 | HIP 57370 | LSPM J1145+0249 | LTT 13232 | NAME-IAU Flegetonte | NLTT 28458 | PPM 158179 | SAO 119033 | SDSS J114542.28+024917.0 | SPOCS 2802 | SRS  10561 | TIC 397024052 | TYC  275-157-1 | USNO-B1.0 0928-00272956 | WISEA J114542.16+024916.1 | YZ   3  4348,176.42538009,2.82097551,34.063385,0.021534,1581.826,-188.814907,-113.268656,1.8904,29.357035,95.749842,-95.44775,5.962617,4.712369,95.749842,176.42538009,87.17902449,,K0V,other_main_sequence,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=0.961
Flying Saucer,Flying Saucer,BKLT J162813-243139,6049103961995537664,,,,,2MASS J16281370-2431391 | 2MASSI J1628137-243139 | [BHM2012b] 868 | [EDJ2009] 948 | [HL2013] 247.05706-24.52745 | BKLT J162813-243139 | EPIC 203891877 | Gaia DR3 6049103961995537664 | NAME Flying Saucer | SSTc2d J162813.6-243138 | SSTc2d J162813.7-243139 | TIC 175744769 | USNO-B1.0 0654-00363984 | WISE J162813.70-243139.1 | WISEA J162813.70-243139.2,247.05707196,-24.5277349,,,,6.0,-34.0,,,,,,,,247.05707196,114.5277349,,,other,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax"
Frosty Leo,Frosty Leo,IRAS 09371+1212,,,,,,2MASS J09395396+1158526 | [LFO93] 0937+12 | GSC 00824-01094 | GSC2 N2023100103 | IRAS 09371+1212 | NAME Frosty Leo | NAME Frosty Leo Nebula | NAME Frosty Leonis Nebula | TIC 469014760,144.97483333,11.98127778,,,,,,,,,,,,,144.97483333,78.01872222,,K7II/III,giant_or_supergiant,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,100,
Funi,Funi,HD 109246,1692267077979468544,61177,109246,,,2MASS J12320721+7429223 | AG+74  334 | ASCC   35634 | BD+75   474 | Gaia DR1 1692267073683957376 | Gaia DR2 1692267077979468544 | Gaia DR3 1692267077979468544 | GC 17098 | GEN# +1.00109246 | GSC 04400-00099 | HD 109246 | HIC  61177 | HIP 61177 | LSPM J1232+7429 | NAME-IAU Funi | NLTT 31050 | PPM   8177 | Pul -3  930326 | SAO   7585 | TIC 154549250 | TYC 4400-99-1 | UBV M  18346 | UCAC3 329-37771 | USNO-B1.0 1644-00074159,188.02709499,74.4893312,14.717367,0.014845,991.43,-171.665419,-48.488461,-19.3059,67.946937,221.613269,-58.68268,-8.275614,213.542263,221.613269,188.02709499,15.5106688,,G0V,yellow_dwarf,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.110
Geminga,Geminga,PSR B0633+17,,,,,,Geminga | PSR B0633+17,98.475638,17.770253,,,,,,,,,,,,,98.475638,72.229747,,,neutron_star,WGSN,uncertain_or_missing_distance,official_iau_name,100,WGSN candidate not resolved to a unique SIMBAD object
Huagai,Huagai,* iot Cas,,11569,15089,,,* iot Cas | ** STF  262AB | 1RXS J022902.9+672407 | 2E   571 | 2E 0224.8+6710 | 2MASS J02290394+6724084 | ADS  1860 AB | AKARI-IRC-V1 J0229039+672408 | ASASSN-V J022903.65+672409.4 | BD+66   213 | CCDM J02292+6725AB | CSI+66   213  1 | GC  2952 | GCRV  1388 | GEN# +1.00015089 | HD  15089 | HGAM    145 | HIC  11569 | HIP 11569 | HR   707 | IDS 02208+6657 AB | IRAS 02249+6710 | JP11   649 | N30  497 | NAME iot Cas AB | PLX  493 | PMSC 02208+6657 | PPM 400038 | ROT   330 | SAO  12298 | SKY#  3675 | TD1  1418 | TIC 279509403 | UBV    2492 | UBV M   8944 | uvby98 100015089 | V* iot Cas | WDS J02291+6724AB | WEB  2410 | WISE J022904.01+672408.0,37.26644916,67.40247693,24.55,0.81,30.309,-26.61,38.21,1.2,40.733198,132.853922,40.626901,30.911825,122.654305,132.853922,37.26644916,22.59752307,,A3IIIpSr+F5V,other_main_sequence,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,100,
Kaewkosin,Kaewkosin,LP  424-4,654687847820642560,,,,,2MASS J07590587+1523294 | [RHG95]  1255 | AP J07590587+1523294 | Cl* Melotte   25    EGG      29 | Gaia DR2 654687847820642560 | Gaia DR3 654687847820642560 | GJ 3470 | Karmn J07590+153 | LP  424-4 | LSPM J0759+1523 | NAME-IAU Kaewkosin | NLTT 18739 | PM J07590+1523 | TIC 19028197 | TOI-5094 | UCAC4 527-044913 | USNO-B1.0 1053-00160863,119.77347532,15.39120115,34.017225,0.025542,1331.813,-185.706362,-56.994041,25.946,29.396872,95.879773,-45.903707,80.238502,25.447264,95.879773,119.77347532,74.60879885,,M2.0V,red_dwarf,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.141
Lich,Lich,PSR B1257+12,,,,,,Lich | PSR B1257+12,,,,,,,,,,,,,,,,,,,neutron_star,WGSN,uncertain_or_missing_distance,official_iau_name,100,WGSN candidate not resolved to a unique SIMBAD object
Lusitânia,Lusitânia,HD  45652,3327980255695313792,30905,45652,,,2MASS J06291319+1056018 | AG+10  759 | AGKR  5793 | ASCC  931826 | BD+11  1197 | Gaia DR1 3327980251397586048 | Gaia DR2 3327980255695313792 | Gaia DR3 3327980255695313792 | GC  8415 | GSC 00736-00601 | HD  45652 | HIC  30905 | HIP 30905 | LSPM J0629+1056 | NAME-IAU Lusitania | NLTT 16570 | PPM 122549 | SAO  95735 | SPOCS 2668 | TIC 206948365 | TYC  736-601-1 | USNO-B1.0 1009-00101209 | WISEA J062913.33+105601.4 | YZ  10  2289,97.30496666,10.93389053,28.6477,0.0227,1262.013,206.208,-62.55,-5.04,34.906816,113.850807,-14.213406,110.876735,21.594793,113.850807,97.30496666,79.06610947,,K5,other,SIMBAD,reliable_simbad_parallax,official_iau_name,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=0.970"
Marfik,Marfik,* lam Oph,,80883,148857,,,*  10 Oph | * lam Oph | ** STF 2055AB | 2MASS J16305483+0159024 | ADS 10087 AB | AKARI-IRC-V1 J1630548+015901 | BD+02  3118 | CCDM J16309+0159AB | CSI+02  3118  1 | GAT  743 | GC 22203 | GCRV  9502 | GEN# +1.00148857 | GSC 00386-02062 | HD 148857 | HGAM    654 | HIC  80883 | HIP 80883 | HR  6149 | IRAS 16283+0205 | JP11  2769 | N30 3699 | NAME Marfik | NSV  7784 | PLX 3755 | ROT  2354 | SAO 121658 | SKY# 29755 | TD1 19250 | TIC 281375731 | UBV   13964 | UBV M  21487 | uvby98 100148857 | WDS J16309+0159AB | WEB 13678 | YZ   2  5473,247.72842975,1.98392248,18.84,0.55,34.255,-30.98,-73.42,-16.0,53.078556,173.119096,-65.572295,-160.108017,5.99322,173.119096,247.72842975,88.01607752,,A1IV,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,100,
Mesarthim,Mesarthim,* gam Ari,,8832,,,,*   5 Ari | * gam Ari | ** STF  180AB | 2MASS J01533181+1917420 | ADS  1507 AB | AKARI-IRC-V1 J0153318+191741 | BD+18   243 | CEL    179 | CSI+18   243  4 | GEN# +1.00011503 | HIC   8832 | HIP 8832 | IDS 01480+1848 AB | IDS 01483+1849 AB | IRAS 01507+1902 | JP11   548 | NAME Mesarthim | PLX  391 | PLX  391.00 | TIC 91329515 | UBV    1885 | V* gam Ari | WDS J01535+1918AB,28.38256161,19.29385527,19.88,0.96,20.708,79.2,-97.63,-0.6,50.301811,164.062564,136.234424,73.608101,54.208432,164.062564,28.38256161,70.70614473,,kA0hA3(IV)SiSr+B9.5IV,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,100,
Mizar,Mizar,* zet UMa,,65378,,,,*  79 UMa | * zet UMa | ** STF 1744AB | 1RXS J132356.5+545437 | ADS  8891 AB | AKARI-IRC-V1 J1323557+545529 | BD+55  1598 | CSI+55  1598  3 | HIC  65378 | HIP 65378 | IRAS 13219+5511 | IRC +60224 | JP11  2391 | NAME Mizar | PMSC 13199+5527 | RAFGL 1621S | UBV   12102 | UBV M  19361 | uvby98 100116656 | WDS J13239+5456AB,200.98141867,54.92535197,38.01,1.71,22.228,119.01,-25.97,-6.31,26.308866,85.808045,-46.039653,-17.655838,70.225652,85.808045,200.98141867,35.07464803,,,other,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,100,
Necklace,Necklace,IRAS 19417+1701,1820974088126464384,,,,,AKARI-FIS-V1 J1943591+170903 | Gaia DR2 1820974088126464384 | Gaia DR3 1820974088126464384 | IPHASX J194359.5+170901 | IPHASX J194359.5-170901 | IRAS 19417+1701 | NAME Necklace | NAME Necklace Nebula | PN G054.2-03.4 | USNO-B1.0 1071-00528101 | WISE J194359.51+170901.1 | WISEA J194359.51+170900.9 | ZTF J194359.50+170901.0,295.99796442,17.15026772,0.1714,0.0984,1.742,-1.321,-3.942,,,,,,,,295.99796442,72.84973228,,,other,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,100,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.049"
Nikawiy,Nikawiy,HD 136418,1392396172224832896,74961,136418,,,AG+41 1310 | AGKR 13687 | ASCC  412979 | BD+42  2587 | Gaia DR1 1392396167929276544 | Gaia DR2 1392396172224832896 | Gaia DR3 1392396172224832896 | GC 20601 | GEN# +1.00136418 | GSC 03048-00172 | HD 136418 | HIC  74961 | HIP 74961 | LSPM J1519+4143 | NAME-IAU Nikawiy | PPM  54666 | SAO  45483 | SKY# 27740 | TIC 471011913 | TYC 3048-172-1 | USNO-B1.0 1317-00284200 | uvby98 100136418,229.77564016,41.73239776,9.525501,0.016408,580.555,-19.906294,-181.888342,-34.3709,104.98136,342.403401,-165.011999,-195.09702,227.921657,342.403401,229.77564016,48.26760224,,G5,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.088
Paloma,Paloma,1RXS J052430.2+424449,195266088206848768,,,,,1RXS J052430.2+424449 | 2MASS J05243042+4244506 | Gaia DR2 195266088206848768 | Gaia DR3 195266088206848768 | LAMOST J052430.46+424450.2 | NAME Paloma | SRGA J052430.6+424448 | SWIFT J0524.9+4246 | TIC 369210348,81.12696389,42.74728666,1.688349,0.077436,21.803,4.821069,-14.287701,,592.294747,1931.807092,218.817426,1401.654148,1311.244914,1931.807092,81.12696389,47.25271334,,,other,Gaia DR3,reliable_gaia_parallax,official_iau_name | simbad_named_star,100,Gaia RUWE=1.019
Peony Star,Peony Star,WR 102ka,,,,,,2MASS J17461811-2901366 | [MKN2009] 1249 | [OSH2014] 21 | ISOGAL-P J174618.2-290136 | MSX6C G000.0003-00.1743 | NAME Peony Star | SSTGC 630166 | SSTGLMC G000.0002-00.1744 | TIC 322756954 | WR 102ka,266.5755,-29.02683333,,,,,,60.0,,,,,,,266.5755,119.02683333,,WN10,other,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,100,
Pistol Star,Pistol Star,V*4647 Sgr,,,,,,Pistol Star | V*4647 Sgr,266.5635,-28.834328,,,,,,,,,,,,,266.5635,118.834328,,,other,WGSN,uncertain_or_missing_distance,official_iau_name,100,WGSN candidate not resolved to a unique SIMBAD object
Pongaponga,Pongaponga,* eps01 Lyr,,91919,,,,* eps01 Lyr | ** STF 2382AB | ** STF 4037AB | 1RXS J184420.5+394012 | 2MASS J18442032+3940134 | ADS 11635 AB | AG+39 1834 | AKARI-IRC-V1 J1844203+394013 | BD+39  3509 | CCDM J18443+3938AB | CSI+39  3509  3 | GEN# +1.00173582 | HIC  91919 | HIP 91919 | IDS 18410+3934 AB | IRAS 18426+3937 | PPM  81725 | TIC 336123628 | UBV   15949 | WDS J18443+3940AB | WISE J184420.31+394013.8 | WISEA J184420.32+394013.9,281.08477455,39.67012591,20.09,0.78,25.756,11.09,61.39,-31.2,49.776008,162.347625,24.025775,-122.632884,103.637295,162.347625,281.08477455,50.32987409,,A3V+F0V,other_main_sequence,SIMBAD,reliable_simbad_parallax,official_iau_name,100,
Quadrans,Quadrans,* i Boo,,73695,133640,,,*  44 Boo | * i Boo | ** STF 1909 | 1AXG J150349+4739 | 1ES 1502+47.8 | 1RXS J150348.3+473924 | 2E  3373 | 2E 1502.1+4751 | 2EUVE J1503+47.6 | 2MASS J15034736+4739152 | 2RE J1503+473 | 2RE J150345+473901 | [FS2003] 0748 | [ZEH2003] RX J1503.8+4739  1 | ADS  9494 AB | BD+48  2259 | CCDM J15038+4739AB | Ci 20  907 | CNS5 3723 | CSI+48  2259  1 | EUVE J1503+47.6 | EXO 1502.0+4749 | GC 20281 | GCRV 65212 | GEN# +1.00133640 | GJ 575 | HD 133640 | HIC  73695 | HIP 73695 | HR  5618 | IRAS 15021+4750 | N30 3404 | NAME-IAU Quadrans | PLX 3410 | PMSC 15005+4803 | RBS  1458 | RE J1503+473 | RE J150345+473900 | ROT  5698 | RX J1503.7+4739 | RX J1503.8+4739 | SAO  45357 | SKY# 27315 | TD1 17940 | TIC 283819432 | UBV M  20543 | UCAC3 276-123545 | UCAC4 689-055438 | uvby98 100133640 ABV | WDS J15038+4739AB | WEB 12597 | WISEA J150346.76+473916.8,225.9470652,47.65406188,79.95,1.56,51.25,-445.84,19.86,-17.89,12.507817,40.795044,-19.107299,-19.749639,30.15126,40.795044,225.9470652,42.34593812,,G0Vn,yellow_dwarf,SIMBAD,reliable_simbad_parallax,nearby_<=50ly | official_iau_name,100,
Rasalgethi,Rasalgethi,* alf Her,,84345,,,,* alf Her | ** STF 2140AB | 1RXS J171439.3+142320 | 2MASS J17143885+1423253 | AAVSO 1710+14 | ADS 10418 AB | BD+14  3207 | CCDM J17146+1424AB | CSI+14  3207  5 | GEN# +1.00156014 | HIC  84345 | HIP 84345 | IDS 17101+1430 AB | NAME Rasalgethi | TD1 20143 | TIC 154699609 | UBV   14596 | WDS J17146+1423AB,258.66190909,14.39034061,9.07,1.32,6.871,-7.32,36.07,-32.09,,,,,,,258.66190909,75.60965939,,M5Ib-II+G5III+F2V:,red_dwarf,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,100,
Solaris,Solaris,BD+14  4559,1759623813132980864,104780,,,,2MASS J21133598+1441218 | AG+14 2370 | ASCC  991351 | BD+14  4559 | G 145-24 | Gaia DR1 1759623808836285184 | Gaia DR2 1759623813132980864 | Gaia DR3 1759623813132980864 | HIC 104780 | HIP 104780 | LSPM J2113+1441 | LTT 16221 | NAME-IAU Solaris | NLTT 50814 | PPM 139779 | TIC 230183006 | TYC 1117-615-1 | UCAC2  37098766 | USNO-B1.0 1046-00604950,318.40103374,14.68938335,20.283719,0.016705,1214.264,233.909482,-0.3596,-44.4077,49.300623,160.797127,116.31545,-103.265936,40.774728,160.797127,318.40103374,75.31061665,,K5,other,Gaia DR3,reliable_gaia_parallax,official_iau_name,100,Gaia RUWE=1.054
